"species_en","year","zone","area_sampled_km2","habitat","method","monitoring","breeding_status","ind_density_km2"
"American golden-plover","2010","camp 2"," 11.10","mixed","distance sampling","systematic","breeding","   8.410"
"American golden-plover","2011","camp 2"," 10.35","mixed","distance sampling","systematic","breeding","   5.098"
"American golden-plover","2012","camp 2","  8.85","mixed","distance sampling","systematic","breeding","   9.631"
"American golden-plover","2013","camp 2"," 11.55","mixed","distance sampling","systematic","breeding","   7.907"
"American golden-plover","2014","camp 2"," 11.70","mixed","distance sampling","systematic","breeding","   3.642"
"American golden-plover","2015","camp 2","  7.35","mixed","distance sampling","systematic","breeding","   0.552"
"American golden-plover","2016","camp 2","  5.40","mixed","distance sampling","systematic","breeding","   1.879"
"American golden-plover","2017","camp 2","  4.80","mixed","distance sampling","systematic","breeding","   4.228"
"American golden-plover","2018","camp 2","  6.00","mixed","distance sampling","systematic","breeding","   0.338"
"American golden-plover","2019","camp 2"," 11.40","mixed","distance sampling","systematic","breeding","   0.712"
"American golden-plover","2022","camp 2"," 12.00","mixed","distance sampling","systematic","breeding","   1.691"
"American golden-plover","2023","camp 2"," 11.55","mixed","distance sampling","systematic","breeding","   2.460"
"American golden-plover","2011","camp 3","  8.55","mixed","distance sampling","systematic","breeding","  15.903"
"American golden-plover","2012","camp 3","  7.65","mixed","distance sampling","systematic","breeding","   9.550"
"American golden-plover","2013","camp 3","  8.55","mixed","distance sampling","systematic","breeding","   9.732"
"American golden-plover","2014","camp 3","  8.10","mixed","distance sampling","systematic","breeding","   9.521"
"American golden-plover","2015","camp 3","  8.10","mixed","distance sampling","systematic","breeding","   7.266"
"American golden-plover","2016","camp 3","  7.65","mixed","distance sampling","systematic","breeding","   6.632"
"American golden-plover","2017","camp 3","  7.80","mixed","distance sampling","systematic","breeding","   3.642"
"American golden-plover","2018","camp 3","  6.30","mixed","distance sampling","systematic","breeding","   6.442"
"American golden-plover","2019","camp 3","  8.10","mixed","distance sampling","systematic","breeding","   2.756"
"American golden-plover","2022","camp 3","  8.10","mixed","distance sampling","systematic","breeding","  10.022"
"American golden-plover","2023","camp 3","  8.55","mixed","distance sampling","systematic","breeding","   6.883"
"American golden-plover","2010","dufour","  4.50","mixed","distance sampling","systematic","breeding","  30.215"
"American golden-plover","2011","dufour","  3.60","mixed","distance sampling","systematic","breeding","  29.313"
"American golden-plover","2012","dufour","  4.80","mixed","distance sampling","systematic","breeding","  34.246"
"American golden-plover","2013","dufour","  5.25","mixed","distance sampling","systematic","breeding","  15.075"
"American golden-plover","2014","dufour","  5.25","mixed","distance sampling","systematic","breeding","  10.823"
"American golden-plover","2015","dufour","  4.95","mixed","distance sampling","systematic","breeding","   9.019"
"American golden-plover","2016","dufour","  4.80","mixed","distance sampling","systematic","breeding","   5.496"
"American golden-plover","2017","dufour","  4.80","mixed","distance sampling","systematic","breeding","   3.382"
"American golden-plover","2018","dufour","  4.95","mixed","distance sampling","systematic","breeding","   3.280"
"American golden-plover","2019","dufour","  4.35","mixed","distance sampling","systematic","breeding","   2.333"
"American golden-plover","2022","dufour","  5.25","mixed","distance sampling","systematic","breeding","  10.437"
"American golden-plover","2023","dufour","  5.25","mixed","distance sampling","systematic","breeding","   6.958"
"American golden-plover","2011","goose point","  5.25","mixed","distance sampling","systematic","breeding","   5.412"
"American golden-plover","2012","goose point","  7.05","mixed","distance sampling","systematic","breeding","  10.363"
"American golden-plover","2013","goose point","  7.80","mixed","distance sampling","systematic","breeding","   9.106"
"American golden-plover","2014","goose point","  8.25","mixed","distance sampling","systematic","breeding","   6.888"
"American golden-plover","2015","goose point","  7.65","mixed","distance sampling","systematic","breeding","   5.571"
"American golden-plover","2016","goose point","  7.35","mixed","distance sampling","systematic","breeding","   3.313"
"American golden-plover","2017","goose point","  7.80","mixed","distance sampling","systematic","breeding","   2.081"
"American golden-plover","2018","goose point","  7.80","mixed","distance sampling","systematic","breeding","   2.602"
"American golden-plover","2019","goose point","  3.60","mixed","distance sampling","systematic","breeding","   2.255"
"American golden-plover","2022","goose point","  5.25","mixed","distance sampling","systematic","breeding","   1.546"
"American golden-plover","2023","goose point","  7.35","mixed","distance sampling","systematic","breeding","   2.209"
"American golden-plover","2010","malaview","  4.20","mixed","distance sampling","systematic","breeding","  24.159"
"American golden-plover","2011","malaview"," 10.35","mixed","distance sampling","systematic","breeding","  16.274"
"American golden-plover","2013","malaview"," 10.20","mixed","distance sampling","systematic","breeding","   7.361"
"American golden-plover","2014","malaview"," 10.05","mixed","distance sampling","systematic","breeding","   7.471"
"American golden-plover","2015","malaview"," 10.20","mixed","distance sampling","systematic","breeding","   6.765"
"American golden-plover","2016","malaview"," 10.35","mixed","distance sampling","systematic","breeding","   8.431"
"American golden-plover","2017","malaview"," 10.20","mixed","distance sampling","systematic","breeding","   8.157"
"American golden-plover","2018","malaview","  9.15","mixed","distance sampling","systematic","breeding","   1.774"
"American golden-plover","2019","malaview","  4.35","mixed","distance sampling","systematic","breeding","   1.400"
"American golden-plover","2022","malaview","  4.95","mixed","distance sampling","systematic","breeding","   8.200"
"American golden-plover","2023","malaview"," 10.05","mixed","distance sampling","systematic","breeding","   6.664"
"American golden-plover","2014","south qarlikturvik","  4.80","mixed","distance sampling","systematic","breeding","   0.846"
"American golden-plover","2015","south qarlikturvik","  4.35","mixed","distance sampling","systematic","breeding","   0.000"
"American golden-plover","2016","south qarlikturvik","  4.80","mixed","distance sampling","systematic","breeding","   0.000"
"American golden-plover","2017","south qarlikturvik","  4.65","mixed","distance sampling","systematic","breeding","   0.436"
"American golden-plover","2018","south qarlikturvik","  4.50","mixed","distance sampling","systematic","breeding","   0.000"
"American golden-plover","2019","south qarlikturvik","  4.80","mixed","distance sampling","systematic","breeding","   0.000"
"American golden-plover","2022","south qarlikturvik","  4.80","mixed","distance sampling","systematic","breeding","   0.423"
"American golden-plover","2023","south qarlikturvik","  4.80","mixed","distance sampling","systematic","breeding","   0.000"
"Baird's sandpiper","2005","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   7.000"
"Baird's sandpiper","2006","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","  23.000"
"Baird's sandpiper","2007","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   4.000"
"Baird's sandpiper","2008","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   2.000"
"Baird's sandpiper","2009","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   3.000"
"Baird's sandpiper","2010","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   8.000"
"Baird's sandpiper","2011","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   9.000"
"Baird's sandpiper","2012","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","  17.000"
"Baird's sandpiper","2013","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   9.000"
"Baird's sandpiper","2014","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   5.000"
"Baird's sandpiper","2015","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   8.000"
"Baird's sandpiper","2016","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","  10.000"
"Baird's sandpiper","2017","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","  19.000"
"Baird's sandpiper","2018","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   4.000"
"Baird's sandpiper","2019","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","   2.000"
"Baird's sandpiper","2022","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","  23.000"
"Baird's sandpiper","2023","2 km2 plot","  2.00","mixed","nest sampling","systematic","breeding","  17.000"
"Cackling goose","2017","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2018","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2019","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2022","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2023","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2017","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.326"
"Cackling goose","2018","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.676"
"Cackling goose","2019","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.977"
"Cackling goose","2022","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.802"
"Cackling goose","2023","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   1.303"
"Cackling goose","2017","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.546"
"Cackling goose","2018","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.546"
"Cackling goose","2019","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.546"
"Cackling goose","2022","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.121"
"Cackling goose","2023","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.728"
"Cackling goose","2017","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2018","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2019","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2022","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2023","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2017","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.121"
"Cackling goose","2018","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.242"
"Cackling goose","2019","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.302"
"Cackling goose","2022","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.060"
"Cackling goose","2023","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.242"
"Cackling goose","2017","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.146"
"Cackling goose","2018","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.194"
"Cackling goose","2019","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.194"
"Cackling goose","2022","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.291"
"Cackling goose","2023","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.194"
"Cackling goose","2017","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2018","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.067"
"Cackling goose","2019","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.133"
"Cackling goose","2022","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2023","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.233"
"Cackling goose","2004","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2005","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2006","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.062"
"Cackling goose","2007","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2008","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.062"
"Cackling goose","2009","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.062"
"Cackling goose","2010","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.062"
"Cackling goose","2011","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.062"
"Cackling goose","2012","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.092"
"Cackling goose","2013","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.185"
"Cackling goose","2014","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.246"
"Cackling goose","2015","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.277"
"Cackling goose","2016","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.339"
"Cackling goose","2017","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.400"
"Cackling goose","2018","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.462"
"Cackling goose","2019","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.462"
"Cackling goose","2022","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.585"
"Cackling goose","2023","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.862"
"Cackling goose","2017","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2018","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2019","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2022","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2023","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Cackling goose","2017","study area","388.80","mixed","nest sampling","systematic","breeding","   0.206"
"Cackling goose","2018","study area","388.80","mixed","nest sampling","systematic","breeding","   0.314"
"Cackling goose","2019","study area","388.80","mixed","nest sampling","systematic","breeding","   0.391"
"Cackling goose","2022","study area","388.80","mixed","nest sampling","systematic","breeding","   0.309"
"Cackling goose","2023","study area","388.80","mixed","nest sampling","systematic","breeding","   0.550"
"Common raven","2013","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.059"
"Common raven","2014","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.059"
"Common raven","2016","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2022","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2022","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.061"
"Common raven","2016","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.061"
"Common raven","2017","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.061"
"Common raven","2022","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.066"
"Common raven","2022","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.060"
"Common raven","2018","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2022","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.049"
"Common raven","2022","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2022","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2022","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2014","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2016","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2017","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2018","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2022","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common raven","2013","study area","388.80","mixed","nest sampling","systematic","breeding","   0.005"
"Common raven","2014","study area","388.80","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2015","study area","388.80","mixed","nest sampling","systematic","breeding","   0.010"
"Common raven","2016","study area","388.80","mixed","nest sampling","systematic","breeding","   0.005"
"Common raven","2017","study area","388.80","mixed","nest sampling","systematic","breeding","   0.005"
"Common raven","2018","study area","388.80","mixed","nest sampling","systematic","breeding","   0.000"
"Common raven","2019","study area","388.80","mixed","nest sampling","systematic","breeding","   0.015"
"Common raven","2022","study area","388.80","mixed","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2015","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2016","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2017","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2015","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.251"
"Common-ringed plover","2016","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.326"
"Common-ringed plover","2017","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.225"
"Common-ringed plover","2015","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.425"
"Common-ringed plover","2016","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.607"
"Common-ringed plover","2017","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.364"
"Common-ringed plover","2015","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2016","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2017","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2015","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.302"
"Common-ringed plover","2016","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.423"
"Common-ringed plover","2017","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.363"
"Common-ringed plover","2015","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.146"
"Common-ringed plover","2016","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.049"
"Common-ringed plover","2017","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.049"
"Common-ringed plover","2015","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.100"
"Common-ringed plover","2016","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2017","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2015","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.031"
"Common-ringed plover","2016","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2017","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2015","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2016","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2017","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
"Common-ringed plover","2015","study area","388.80","mixed","nest sampling","systematic","breeding","   0.149"
"Common-ringed plover","2016","study area","388.80","mixed","nest sampling","systematic","breeding","   0.159"
"Common-ringed plover","2017","study area","388.80","mixed","nest sampling","systematic","breeding","   0.113"
"Glaucous gull","2017","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2018","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2019","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2022","black plateau"," 34.12","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2017","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.326"
"Glaucous gull","2018","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.401"
"Glaucous gull","2019","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.376"
"Glaucous gull","2022","camp 2"," 79.84","mixed","nest sampling","systematic","breeding","   0.451"
"Glaucous gull","2017","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.061"
"Glaucous gull","2018","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.182"
"Glaucous gull","2019","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.182"
"Glaucous gull","2022","camp 3"," 32.95","mixed","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2017","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2018","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2019","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2022","camp 3 plateau"," 30.27","upland","nest sampling","systematic","breeding","   0.000"
"Glaucous gull","2017","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.302"
"Glaucous gull","2018","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.181"
"Glaucous gull","2019","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.060"
"Glaucous gull","2022","dufour"," 33.08","mixed","nest sampling","systematic","breeding","   0.121"
"Glaucous gull","2017","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.049"
"Glaucous gull","2018","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.194"
"Glaucous gull","2019","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.097"
"Glaucous gull","2022","goose point"," 41.22","mixed","nest sampling","systematic","breeding","   0.146"
"Glaucous gull","2017","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.033"
"Glaucous gull","2018","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.033"
"Glaucous gull","2019","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.033"
"Glaucous gull","2022","malaview"," 60.10","mixed","nest sampling","systematic","breeding","   0.067"
"Glaucous gull","2004","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.154"
"Glaucous gull","2005","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.308"
"Glaucous gull","2006","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.400"
"Glaucous gull","2007","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.492"
"Glaucous gull","2008","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.492"
"Glaucous gull","2009","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.431"
"Glaucous gull","2010","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.462"
"Glaucous gull","2011","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.554"
"Glaucous gull","2012","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.462"
"Glaucous gull","2013","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.123"
"Glaucous gull","2014","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.462"
"Glaucous gull","2015","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.492"
"Glaucous gull","2016","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.462"
"Glaucous gull","2017","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.523"
"Glaucous gull","2018","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.400"
"Glaucous gull","2019","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.369"
"Glaucous gull","2022","qarlikturvik valley"," 64.98","mixed","nest sampling","systematic","breeding","   0.154"
"Glaucous gull","2017","south plateau"," 12.24","upland","nest sampling","systematic","breeding","   0.000"
